Group Enrollment Form: County,Program Address,Program City,Program Name ,Program: Location,Group Enrollment Form: Number
Champaign,,,,"1801 James Cherry Drive, Urbana, IL",7913
Champaign,,,,Edison Middle School,338
Champaign,,,,"400 E Wabash Ave., Rantoul, IL",8641
Champaign,,,,"2307 Sangamon Dr, Champaign, IL",8267
Champaign,,,,"801 N Country Fair Dr, Champaign, IL",9156
Champaign,,,,"1002 S Race Street, Urbana, IL",8349
Champaign,,,,4-H Memorial Camp,161
Champaign,,,,"311 Madison St, Philo, IL 61864",4038
Champaign,,,,316 W Oregon St Urbana IL,236
Champaign,,,,Little Wings Daycare,237
Champaign,,,,"111 East Main Street, Tolono, IL",10003
Champaign,,,,"306 W Green St, Champaign, IL",7983
Champaign,,,,"1126 Country Club Lane Rantoul, IL",10004
Champaign,,,,King Elementary School,329
Champaign,,,,"1127 County Rd 800, Tolono, IL",8346
Champaign,,,,Parkland College,1641
Champaign,,,,Thomas Paine,310
Champaign,,,,1841 Orchard Place,234
Champaign,,,,"200 S Sheldon, Rantoul, IL",8348
Champaign,,,,"1201 S Vine St, Urbana, IL",7981
Champaign,,,,St. Joesph Elementary School,309
Champaign,,,,"Windsor Road Christian Church, 2501 Windsor Rd, Champaign, IL 61822",6739
Champaign,,,,Lincoln's Challenge Academy,1648
Champaign,,,,St. Thomas Elementary,131
Champaign,,,,"Heritage High School, East Diller Street, Broadlands, IL",5252
Champaign,,,,"Stephens Family YMCA, 2501 Fields S Dr, Champaign, IL 61822",6705
Champaign,,,,Parkland College,1640
Champaign,,,,"404 5th St, St Joseph, IL 61873",4217
Champaign,,,,"400 E Wabash Ave., Rantoul, IL",8640
Champaign,,,,"601 E Main St, Mahomet, IL 61853",4550
Champaign,,,,Saint Joseph,163
Champaign,,,,Heritage High School,551
Champaign,,,,Leonhard Recreation Center,1649
Champaign,,,,"2205 County Rd 3000 N, Gifford, IL",7914
Champaign,,,,Parkland College,266
Champaign,,,,Parkland College,162
Christian,,,,,8941
Christian,,,,,9965
Christian,,,,,2362
Christian,,,,115 W Poplar St. Taylorville IL Happy Baked Goods,8295
Christian,,,,,2365
Christian,,,,,2360
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",9366
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",9365
Christian,,,,,2367
Christian,,,,Taylorville,3398
Christian,,,,Taylorville,6672
Christian,,,,,2364
Christian,,,,Taylorville,6674
Christian,,,,Taylorville,6670
Christian,,,,Rosamond,5723
Christian,,,,Pana,3548
Christian,,,,Taylorville,3402
Christian,,,,,2366
Christian,,,,Rosamond,5637
Christian,,,,Pana,3553
Christian,,,,Taylorville,6683
Christian,,,,,2368
Christian,,,,Taylorville,6664
Christian,,,,Taylorville,3388
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10221
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10222
Christian,,,,Edinburg,2996
Christian,,,,"100 E Martin St, Edinburg IL, Edinburg Elementary",10357
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10223
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10220
Christian,,,,Taylorville,3411
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10140
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10144
Christian,,,,"100 E Martin St, Edinburg IL, Edinburg Elementary",10356
Christian,,,,Stonington,2848
Christian,,,,South Fork Kincaid,5743
Christian,,,,Stonington,5650
Christian,,,,,2328
Christian,,,,Taylorville,6673
Christian,,,,Taylorville,6659
Christian,,,,Taylorville,3379
Christian,,,,Stonington,5751
Christian,,,,Stonington,2853
Christian,,,,Stonington,5635
Christian,,,,South Fork Kincaid,5655
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10278
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,8299
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10327
Christian,,,,Kincaid,3373
Christian,,,,Kincaid,3371
Christian,,,,Edinburg,5718
Christian,,,,Pana,5729
Christian,,,,Taylorville,6669
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10208
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10219
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10301
Christian,,,,Edinburg,5771
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10321
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10218
Christian,,,,Edinburg,2995
Christian,,,,Edinburg,5653
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10307
Christian,,,,Taylorville,3412
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10201
Christian,,,,Edinburg,2993
Christian,,,,Pana,3358
Christian,,,,"100 E Martin St, Edinburg IL, Edinburg Elementary",10358
Christian,,,,Kincaid,3375
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10320
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10361
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10277
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10141
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10224
Christian,,,,Stonington,6302
Christian,,,,500 E North St Stonington IL 62567 Stonington Elementary School,10142
Christian,,,,Pana,5663
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10336
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10289
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10354
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10318
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10331
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8952
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8953
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8954
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10308
Christian,,,,Pana,3542
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10282
Christian,,,,Taylorville,5652
Christian,,,,South Fork Kincaid,5767
Christian,,,,Edinburg,2992
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8955
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8956
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8957
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10205
Christian,,,,Taylorville,5742
Christian,,,,Taylorville,5671
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10353
Christian,,,,Taylorville,5740
Christian,,,,Morrisonville,252
Christian,,,,Taylorville,3392
Christian,,,,Taylorville,6667
Christian,,,,South Fork Kincaid,5753
Christian,,,,Taylorville,5755
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10333
Christian,,,,"100 E Martin St, Edinburg IL, Edinburg Elementary",10363
Christian,,,,Taylorville,3410
Christian,,,,Morrisonville,5656
Christian,,,,Stonington,5667
Christian,,,,Morrisonville,255
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10315
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10330
Christian,,,,Taylorville,5765
Christian,,,,Pana,5664
Christian,,,,Pana,3545
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10288
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10193
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10214
Christian,,,,Pana,3400
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10280
Christian,,,,Pana,5776
Christian,,,,Pana,5757
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10226
Christian,,,,Taylorville,5741
Christian,,,,Edinburg,5726
Christian,,,,Morrisonville,256
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10207
Christian,,,,"Kehias Farm, Pana, IL",2321
Christian,,,,Edinburg,2994
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10203
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10215
Christian,,,,Taylorville,5734
Christian,,,,Taylorville,257
Christian,,,,Taylorville,5747
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10337
Christian,,,,Taylorville,5665
Christian,,,,Edinburg,2991
Christian,,,,"Taylorville, IL",3407
Christian,,,,Morrisonville,246
Christian,,,,Taylorville,5725
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10325
Christian,,,,Stonington,2849
Christian,,,,Kincaid,3367
Christian,,,,South Fork Kincaid,5618
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10352
Christian,,,,Taylorville,5768
Christian,,,,Taylorville,5644
Christian,,,,Pana,5749
Christian,,,,Edinburg,5658
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8959
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8961
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8962
Christian,,,,Edinburg,5657
Christian,,,,Pana,5700
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10170
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10191
Christian,,,,Taylorville,5666
Christian,,,,Pana,5654
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10281
Christian,,,,Pana,3363
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10227
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10190
Christian,,,,Taylorville,3428
Christian,,,,Taylorville,3409
Christian,,,,Pana,5704
Christian,,,,Taylorville,3421
Christian,,,,Pana,5722
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8963
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8964
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8968
Christian,,,,Morrisonville,5732
Christian,,,,Pana,5721
Christian,,,,Pana,5719
Christian,,,,Pana,3049
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10194
Christian,,,,Taylorville,5711
Christian,,,,Taylorville,5766
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10292
Christian,,,,Taylorville,886
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10162
Christian,,,,Pana,3044
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10296
Christian,,,,Pana,5764
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10355
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10338
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10169
Christian,,,,Taylorville,5717
Christian,,,,Pana,5661
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8965
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8966
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10147
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10188
Christian,,,,Pana,3530
Christian,,,,Kincaid,3386
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8949
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8950
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8951
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10334
Christian,,,,Taylorville,3433
Christian,,,,Morrisonville,5774
Christian,,,,1120 N Webster St. Taylorville IL Christian County Office,9951
Christian,,,,Kincaid,3384
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10285
Christian,,,,Taylorville,5736
Christian,,,,Taylorville,262
Christian,,,,Taylorville,5673
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10293
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10287
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10350
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10166
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10167
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10200
Christian,,,,Morrisonville,5648
Christian,,,,Taylorville,3430
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10290
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10294
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10284
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10349
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10189
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10177
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10196
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10204
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10210
Christian,,,,Taylorville,5724
Christian,,,,Pana,3540
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10279
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10178
Christian,,,,Pana,3040
Christian,,,,Pana,3042
Christian,,,,Pana,3365
Christian,,,,Edinburg,5716
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10348
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10171
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10146
Christian,,,,Taylorville,3404
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10145
Christian,,,,South Fork Kincaid,5646
Christian,,,,Taylorville,3425
Christian,,,,Pana,3048
Christian,,,,Stonington,2858
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8946
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8947
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8948
Christian,,,,Taylorville,3414
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10299
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10297
Christian,,,,Pana,5702
Christian,,,,Taylorville,5662
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10172
Christian,,,,Taylorville,5706
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10306
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10286
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10291
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10179
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10163
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10175
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10195
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10197
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10209
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10216
Christian,,,,Taylorville,2845
Christian,,,,Taylorville,2613
Christian,,,,Taylorville,5851
Christian,,,,Taylorville,6281
Christian,,,,Taylorville,2844
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10300
Christian,,,,Pana,5705
Christian,,,,Pana,5752
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10165
Christian,,,,Taylorville,2501
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10211
Christian,,,,Pana,3535
Christian,,,,Taylorville,5730
Christian,,,,Morrisonville,5759
Christian,,,,Pana,5672
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10213
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10276
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10351
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10168
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10164
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10185
Christian,,,,Pana,3360
Christian,,,,Taylorville,5712
Christian,,,,Pana,3532
Christian,,,,Pana,3045
Christian,,,,Taylorville,2843
Christian,,,,Taylorville,2619
Christian,,,,Taylorville,5645
Christian,,,,Morrisonville,5651
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10298
Christian,,,,Pana,5727
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,10340
Christian,,,,Taylorville,2846
Christian,,,,Taylorville,2847
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10192
Christian,,,,"200 S Sherman St., Pana IL Washington Elementary",10283
Christian,,,,"101 E Adams St, Taylorville IL 62568 Memorial School",10180
Christian,,,,Taylorville,5708
Christian,,,,Taylorville,3435
Christian,,,,Taylorville,3417
Christian,,,,Taylorville,5720
Christian,,,,South Fork Kincaid,5660
Christian,,,,"614 E 2nd St., Pana IL Lincoln School",10295
Christian,,,,Pana,5744
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10217
Christian,,,,Taylorville,5639
Christian,,,,Taylorville,5649
Christian,,,,Taylorville,5670
Christian,,,,Pana,3537
Christian,,,,Taylorville,5746
Christian,,,,Taylorville,5779
Christian,,,,Taylorville,3432
Christian,,,,Taylorville,5641
Christian,,,,Taylorville,5643
Christian,,,,Taylorville,5647
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10310
Christian,,,,Pana,3359
Christian,,,,"422 S Washington St., Taylorville IL St. Marys School",8967
Christian,,,,1124 N Webster St Taylorville IL 62568 Vision Way School,8298
Christian,,,,"805 N Cherokee St, Taylorville IL 62568 North School",10202
Christian,,,,Pana,5659
Christian,,,,Kincaid,3381
Christian,,,,Morrisonville,5669
Christian,,,,"550 Prairie St., Kincaid IL South Fork Elementary",10324
Christian,,,,Taylorville,5668
Christian,,,,Tayloville,2593
Christian,,,,Assumption,6282
Christian,,,,Assumption,5778
Christian,,,,1120 N Webster St. Taylorville IL Christian County Office,8296
Christian,,,,Pana IL,7387
Christian,,,,Pana,1631
Christian,,,,Taylorville,5745
Christian,,,,1716 W Spresser St. Taylorville IL Christian County Fairgrounds,8945
Christian,,,,Pana IL,6509
Christian,,,,1716 W Spresser St. Taylorville IL Christian County Fairgrounds,8297
Clark,,,,"First Christian Church, Casey, IL",7775
Clark,,,,"First Christian Church, Casey, IL",7777
Clark,,,,"Illinois State Capitol, Springfield IL",9495
Clark,,,,"University of Illinois Extension Office, Clark County, Marshall, IL",7776
Clark,,,,"University of Illinois Extension Office, Clark County, Marshall, IL",7778
Clark,,,,"Illinois State Capitol, Springfield, IL",6934
Clark,,,,Marshall,2442
Clark,,,,"Clark County Extension Office, 15493 N. State Highway One, Marshall, IL",6939
Clark,,,,Marshall,2359
Clark,,,,"Methodist Church, Marshall",2438
Clark,,,,"Marshall First Christian Church, 902 N. 6th Street, Marshall, IL",6952
Clark,,,,"Marshall First Christian Church, 902 N. 6th Street, Marshall, IL",5601
Clark,,,,"Marshall High School, 806 N. 6th Street, Marshall, IL",6933
Clark,,,,"Marshall High School, 806 N. 6th Street, Marshall, IL",6946
Clark,,,,"Marshall Jr. High School 806 N. 6th Street, Marshall, IL",6929
Clark,,,,Marshall,2339
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",7476
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",7474
Clark,,,,Marshall,2434
Clark,,,,Marshall,2431
Clark,,,,Marshall,2358
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",7475
Clark,,,,Marshall Jr. High School,2306
Clark,,,,Marshall Jr. High School,2335
Clark,,,,"15493 N. State Highway One, Marshall, IL",5961
Clark,,,,Marshall,1599
Clark,,,,806 N 6th St.,9494
Clark,,,,"806 N. 6th Street, Marshall, IL",5600
Clark,,,,"Martinsville Elementary School, 410 Kendall St., Martinsville, IL",6960
Clark,,,,"Martinsville Bible Church, 509 E. ridgelawn Road, Martinsville, IL",6950
Clark,,,,"Casey Elementary School, 301 E. Monroe St., Casey, IL",6961
Clark,,,,"First Christian Church, 902 N 6th St.",9493
Clark,,,,"Casey Westfield High School, 306 E. Edgar Street, Casey, IL",7480
Clark,,,,"Murphy Farms, 21632 Cline Orchard Rd, Marshall, IL",9492
Clark,,,,Casey School,2346
Clark,,,,"Marshall South School, 805 S. 6th Street, Marshall, IL",7471
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",6954
Clark,,,,Marshall,2292
Clark,,,,"Marshall South School, 805 S. 6th Street, Marshall",7462
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",7477
Clark,,,,"Marshall Jr. High School, 806 N. 6th Street, Marshall, IL",7478
Clark,,,,"Marshall High School, 806 N. 6th Street, Marshall, IL",6953
Clark,,,,"First Christian Church, 902 N. 6th Street, Marshall, IL",6936
Clark,,,,"Marshall Jr. High School, 806 N. 6th Street, Marshall",6928
Clark,,,,,6943
Clark,,,,Marshall HS,2427
Clark,,,,"Casey Roosevelt Community Center, 401 E. Main Street, Casey, IL",6947
Clark,,,,Marshall High School,2361
Clark,,,,"Marshall North School, 1001 N. 6th Street, Marshall, IL",6966
Clark,,,,Casey HS,2456
Clark,,,,"Clark County Court House, Marshall, IL  501 Archer Ave., Marshall, IL",6940
Clark,,,,Marshall First Christian Church,2351
Clark,,,,"Marshall South School, 805 S. 6th Street, Marshall, IL",7473
Clark,,,,Marshall HS,2432
Clark,,,,Marshall Jr. High School,2291
Clark,,,,,3938
Clark,,,,"Murphy Farms, 21632 Cline Orchard Rd, Marshall, IL",5599
Clark,,,,Marshall,2316
Clark,,,,"Elementary Schools - Casey, Martinsville, Marshall",1586
Clay,,,,Flora,4467
Clay,,,,Old Washington School,567
Clay,,,,Clay County Fairgrounds,8687
Clay,,,,Clay County Fair Grounds,6452
Clay,,,,Flora,4155
Clay,,,,Flora,4657
Clay,,,,"Bethel Christian Church, Louisville, IL",8578
Clay,,,,Flora,4651
Clay,,,,Flora,4656
Clay,,,,114 E Washington,5953
